case_id,backend,model,prompt_version,execution_mode,decision,trigger,missing,booked_clinic,booked_date,booked_time,passed,turns,tool_calls,tokens_in,tokens_out,cost_usd,cap_fired,evidence,gate,family,trial_number,guardrails_fired,fails
REF-6214,live,openai/gpt-4o-mini,v2,parallel,escalate,,,,,,False,5,6,11308,340,0.001267,invalid_model_move,get_referral | check_referral_criteria | lookup_patient | as_of | get_clinic_slots | book_slot,gate_passed,routine_booking_dermatology,1,gate_passed,"decision 'escalate', expected 'book' | booked.clinic None, expected 'DER-C1' | booked.date None, expected '2026-09-30' | booked.time None, expected '10:40'"
REF-6215,live,openai/gpt-4o-mini,v2,parallel,book,,,ENT-C2,2026-10-06,14:00,True,3,5,8724,304,0.000994,,get_referral | check_referral_criteria | lookup_patient | as_of | get_clinic_slots,,soon_booking_ent,1,,
REF-6221,live,openai/gpt-4o-mini,v2,parallel,book,,,OPH-C3,2026-09-29,10:00,True,3,5,8746,321,0.001003,,get_referral | check_referral_criteria | lookup_patient | as_of | get_clinic_slots,,soon_booking_ophthalmology,1,,
REF-6222,live,openai/gpt-4o-mini,v2,parallel,book,,,CARD-C2,2026-10-21,10:00,True,4,6,11318,365,0.001278,,get_referral | check_referral_criteria | lookup_patient | as_of | get_clinic_slots | book_slot,gate_passed,routine_booking_complete_cardiology,1,gate_passed,
REF-6223,live,openai/gpt-4o-mini,v2,parallel,escalate,,,,,,False,3,4,6323,212,0.000717,duplicate_action,get_referral | check_referral_criteria | lookup_patient | as_of,,urgent_booking_orthopaedics,1,duplicate_action,"decision 'escalate', expected 'book' | booked.clinic None, expected 'ORT-C2' | booked.date None, expected '2026-09-17' | booked.time None, expected '14:40'"
REF-6224,live,openai/gpt-4o-mini,v2,parallel,book,,,ENT-C1,2026-10-21,13:20,True,3,5,8726,313,0.000998,,get_referral | check_referral_criteria | lookup_patient | as_of | get_clinic_slots,,routine_booking_ent,1,,
REF-6225,live,openai/gpt-4o-mini,v2,parallel,escalate,duplicate_appointment,,,,,False,2,4,6296,181,0.000702,,get_referral | check_referral_criteria | lookup_patient | as_of,,past_same_specialty_not_duplicate,1,,"decision 'escalate', expected 'book' | booked.clinic None, expected 'DER-C1' | booked.date None, expected '2026-09-30' | booked.time None, expected '10:40'"
REF-6231,live,openai/gpt-4o-mini,v2,parallel,book,,,CARD-C3,2026-09-25,09:30,True,3,5,8796,339,0.001015,,get_referral | check_referral_criteria | lookup_patient | as_of | get_clinic_slots,,soon_booking_cardiology,1,,
REF-6232,live,openai/gpt-4o-mini,v2,parallel,escalate,,,,,,False,5,6,11267,307,0.001249,invalid_model_move,get_referral | check_referral_criteria | lookup_patient | as_of | get_clinic_slots | book_slot,gate_passed,routine_booking_orthopaedics,1,gate_passed,"decision 'escalate', expected 'book' | booked.clinic None, expected 'ORT-C1' | booked.date None, expected '2026-10-07' | booked.time None, expected '09:20'"
REF-6233,live,openai/gpt-4o-mini,v2,parallel,escalate,,,,,,False,5,6,11397,310,0.001264,invalid_model_move,get_referral | check_referral_criteria | lookup_patient | as_of | get_clinic_slots | book_slot,gate_passed,routine_booking_ophthalmology,1,gate_passed,"decision 'escalate', expected 'book' | booked.clinic None, expected 'OPH-C2' | booked.date None, expected '2026-10-14' | booked.time None, expected '11:20'"
REF-6234,live,openai/gpt-4o-mini,v2,parallel,escalate,,,,,,False,3,4,6254,176,0.000696,duplicate_action,get_referral | check_referral_criteria | lookup_patient | as_of,,soon_booking_dermatology,1,duplicate_action,"decision 'escalate', expected 'book' | booked.clinic None, expected 'DER-C2' | booked.date None, expected '2026-09-24' | booked.time None, expected '11:00'"
REF-6235,live,openai/gpt-4o-mini,v2,parallel,book,,,ENT-C1,2026-10-21,13:20,True,3,5,8714,313,0.000997,,get_referral | check_referral_criteria | lookup_patient | as_of | get_clinic_slots,,routine_booking_ent_complete_tests,1,,
REF-6241,live,openai/gpt-4o-mini,v2,parallel,book,,,ENT-C1,2026-10-21,13:20,True,3,5,8770,328,0.001008,,get_referral | check_referral_criteria | lookup_patient | as_of | get_clinic_slots,,routine_booking_ent_complete_tests,1,,
REF-6242,live,openai/gpt-4o-mini,v2,parallel,book,,,OPH-C1,2026-09-15,09:40,True,4,6,11352,361,0.00128,,get_referral | check_referral_criteria | lookup_patient | as_of | get_clinic_slots | book_slot,gate_passed,urgent_booking_ophthalmology,1,gate_passed,
REF-6243,live,openai/gpt-4o-mini,v2,parallel,book,,,CARD-C2,2026-10-21,10:00,True,3,5,8765,324,0.001006,,get_referral | check_referral_criteria | lookup_patient | as_of | get_clinic_slots,,routine_booking_complete_cardiology,1,,
REF-6244,live,openai/gpt-4o-mini,v2,parallel,book,,,ORT-C1,2026-10-07,09:20,True,4,6,11418,375,0.001292,,get_referral | check_referral_criteria | lookup_patient | as_of | get_clinic_slots | book_slot,gate_passed,past_same_specialty_not_duplicate,1,gate_passed,
REF-6245,live,openai/gpt-4o-mini,v2,parallel,escalate,,,,,,False,3,4,6252,180,0.000697,duplicate_action,get_referral | check_referral_criteria | lookup_patient | as_of,,routine_booking_no_tests,1,duplicate_action,"decision 'escalate', expected 'book' | booked.clinic None, expected 'DER-C1' | booked.date None, expected '2026-09-30' | booked.time None, expected '10:40'"
REF-6251,live,openai/gpt-4o-mini,v2,parallel,book,,,CARD-C2,2026-10-21,10:00,True,4,6,11303,368,0.001277,,get_referral | check_referral_criteria | lookup_patient | as_of | get_clinic_slots | book_slot,gate_passed,routine_booking_cardiology,1,gate_passed,
REF-6252,live,openai/gpt-4o-mini,v2,parallel,escalate,,,,,,False,3,4,6295,182,0.000702,duplicate_action,get_referral | check_referral_criteria | lookup_patient | as_of,,soon_booking_ophthalmology,1,duplicate_action,"decision 'escalate', expected 'book' | booked.clinic None, expected 'OPH-C3' | booked.date None, expected '2026-09-29' | booked.time None, expected '10:00'"
REF-6253,live,openai/gpt-4o-mini,v2,parallel,book,,,ENT-C1,2026-10-21,13:20,True,3,5,8754,323,0.001005,,get_referral | check_referral_criteria | lookup_patient | as_of | get_clinic_slots,,routine_booking_ent_complete_tests,1,,
REF-6254,live,openai/gpt-4o-mini,v2,parallel,book,,,ORT-C3,2026-09-28,15:00,True,4,6,11211,339,0.001257,,get_referral | check_referral_criteria | lookup_patient | as_of | get_clinic_slots | book_slot,gate_passed,soon_booking_orthopaedics,1,gate_passed,
REF-6255,live,openai/gpt-4o-mini,v2,parallel,escalate,,,,,,False,5,6,11267,329,0.001258,invalid_model_move,get_referral | check_referral_criteria | lookup_patient | as_of | get_clinic_slots | book_slot,gate_passed,future_other_specialty_not_duplicate,1,gate_passed,"decision 'escalate', expected 'book' | booked.clinic None, expected 'DER-C1' | booked.date None, expected '2026-09-30' | booked.time None, expected '10:40'"
